address1,address2,easting,northing,order_cost,ordered_date,result,speedLimit,urban_rural,length,PRIORITY,TARGET_DAYS_TO_REPAIR,MergedName,ydependent,UrbanRural,Date,temp,precip
BROADGATE WALK,HORSFORTH,424579.39,437956.24,71.11,16/01/2024 00:00,PASS,30,Urban,296,CAT3 carriageway,28,BROADGATE WALKHORSFORTH,1,1,16-Jan-2024,-0.2,0.851
BROADLAND WAY,LOFTHOUSE,433231.79,425792.9,71.11,03/10/2023 00:00,PASS,30,Urban,52,CAT2 carriageway,7,BROADLAND WAYLOFTHOUSE,1,1,03-Oct-2023,11.3,4.202
BROADLEA AVENUE,BRAMLEY,425118.12,435712.23,71.11,18/09/2023 00:00,PASS,20,Urban,114,CAT3 footway,28,BROADLEA AVENUEBRAMLEY,1,1,18-Sep-2023,13.6,12.83
BROADLEA CLOSE,BRAMLEY,0,0,71.11,12/09/2023 00:00,PASS,20,Urban,46,CAT3 carriageway,28,BROADLEA CLOSEBRAMLEY,1,1,12-Sep-2023,12.9,22.733
BROADLEA GARDENS,BRAMLEY,0,0,71.11,15/09/2023 00:00,PASS,20,Urban,189,CAT3 carriageway,28,BROADLEA GARDENSBRAMLEY,1,1,15-Sep-2023,14.4,2.7
BROADLEA GROVE,BRAMLEY,425127.03,435953.02,71.11,19/02/2024 00:00,PASS,20,Urban,237,CAT3 carriageway,28,BROADLEA GROVEBRAMLEY,1,1,19-Feb-2024,8.2,0.628
BROADLEA HILL,BRAMLEY,0,0,71.11,23/01/2024 00:00,PASS,20,Urban,174,CAT2 carriageway,7,BROADLEA HILLBRAMLEY,1,1,23-Jan-2024,7.8,10.183
BROADLEA MOUNT,BRAMLEY,0,0,71.11,12/09/2023 00:00,PASS,20,Urban,98,CAT3 carriageway,28,BROADLEA MOUNTBRAMLEY,1,1,12-Sep-2023,12.9,22.733
BROADLEA OVAL,BRAMLEY,0,0,64.06,31/08/2022 00:00,FAIL,20,Urban,174,CAT3 carriageway,28,BROADLEA OVALBRAMLEY,0,1,31-Aug-2022,14.8,0.131
BROADLEA ROAD,BRAMLEY,425235.72,435739.66,71.11,29/12/2023 00:00,PASS,20,Urban,207,CAT2 carriageway,7,BROADLEA ROADBRAMLEY,1,1,29-Dec-2023,5.5,5.422
BROADLEA STREET,BRAMLEY,0,0,71.11,12/09/2023 00:00,PASS,20,Urban,235,CAT3 carriageway,28,BROADLEA STREETBRAMLEY,1,1,12-Sep-2023,12.9,22.733
BROADLEA TERRACE,BRAMLEY,425485,435719,71.11,14/02/2024 00:00,PASS,20,Urban,191,CAT3 carriageway,28,BROADLEA TERRACEBRAMLEY,1,1,14-Feb-2024,9.7,5.724
BROADLEA VIEW,BRAMLEY,0,0,71.11,19/09/2023 00:00,PASS,20,Urban,92,CAT3 carriageway,28,BROADLEA VIEWBRAMLEY,1,1,19-Sep-2023,13.8,10.479
BROADWAY AVENUE,HYDE PARK,428093.33,434667.9,71.11,29/03/2023 00:00,FAIL,30,Urban,26,CAT3 footway,28,BROADWAY AVENUEHYDE PARK,0,1,29-Mar-2023,10.3,0.963
BROADWAY,HALTON,0,0,64.06,19/07/2021 00:00,PASS,20,Urban,298,CAT3 footway,28,BROADWAYHALTON,1,1,19-Jul-2021,19.8,0
BROADWAY,HORSFORTH,423959.75,437720.63,71.11,17/01/2024 00:00,FAIL,30,Urban,60,CAT3 footway,28,BROADWAYHORSFORTH,0,1,17-Jan-2024,-2.4,0.532
BROADWAY,KIRKSTALL,0,0,71.11,22/12/2023 00:00,FAIL,30,Urban,194,CAT3 carriageway,28,BROADWAYKIRKSTALL,0,1,22-Dec-2023,8.4,6.072
BROOKFIELD AVENUE,RODLEY,421691.88,436560.62,64.06,24/05/2021 00:00,PASS,20,Urban,193,CAT2 carriageway,7,BROOKFIELD AVENUERODLEY,1,1,24-May-2021,8.6,6.905
BROOKFIELD GARDENS,RODLEY,421683.59,436558.63,64.06,05/10/2021 00:00,PASS,20,Urban,202,CAT1 carriageway,1,BROOKFIELD GARDENSRODLEY,1,1,05-Oct-2021,9.4,11.379
BROOKHILL CLOSE,ALWOODLEY,0,0,64.06,15/03/2021 00:00,PASS,30,Urban,73,CAT2 carriageway,7,BROOKHILL CLOSEALWOODLEY,1,1,15-Mar-2021,6.9,0.601
BROOKHILL CRESCENT,ALWOODLEY,0,0,64.06,15/03/2021 00:00,PASS,30,Urban,96,CAT2 carriageway,7,BROOKHILL CRESCENTALWOODLEY,1,1,15-Mar-2021,6.9,0.601
BROOKHILL DRIVE,ALWOODLEY,0,0,64.06,15/03/2021 00:00,PASS,30,Urban,75,CAT2 carriageway,7,BROOKHILL DRIVEALWOODLEY,1,1,15-Mar-2021,6.9,0.601
BROOKLANDS AVENUE,SEACROFT,435043.44,435823.51,71.11,23/01/2024 00:00,PASS,20,Urban,268,CAT2 carriageway,7,BROOKLANDS AVENUESEACROFT,1,1,23-Jan-2024,7.8,10.183
BROOKLANDS CLOSE,SEACROFT,434486.29,435675.57,71.11,30/05/2023 00:00,FAIL,30,Urban,138,CAT3 carriageway,28,BROOKLANDS CLOSESEACROFT,0,1,30-May-2023,10.6,0
BROOKLANDS CRESCENT,SEACROFT,434420.02,435611.39,71.11,14/06/2023 00:00,PASS,30,Urban,215,CAT3 carriageway,28,BROOKLANDS CRESCENTSEACROFT,1,1,14-Jun-2023,17,0
BROOKLANDS DRIVE,YEADON,420747.46,440877.41,64.06,11/08/2021 00:00,PASS,20,Urban,108,CAT1 carriageway,1,BROOKLANDS DRIVEYEADON,1,1,11-Aug-2021,15.4,0.311
BROOKLANDS GARTH,SEACROFT,434568.59,435600.07,64.06,16/07/2019 00:00,PASS,30,Urban,93,1 day carriageway,1,BROOKLANDS GARTHSEACROFT,1,1,16-Jul-2019,17.3,0
BROOKLANDS LANE,SEACROFT,0,0,71.11,22/02/2023 00:00,PASS,30,Urban,284,CAT2 carriageway,7,BROOKLANDS LANESEACROFT,1,1,22-Feb-2023,5.5,0.385
BROOKLANDS VIEW,SEACROFT,434700.78,435711.31,64.06,15/07/2022 00:00,PASS,20,Urban,155,CAT3 footway,28,BROOKLANDS VIEWSEACROFT,1,1,15-Jul-2022,14.8,0.078
BROOKLYN PLACE,ARMLEY,0,0,71.11,13/06/2023 00:00,FAIL,20,Urban,152,CAT2 carriageway,7,BROOKLYN PLACEARMLEY,0,1,13-Jun-2023,19.7,0
BROOKLYN TERRACE,ARMLEY,0,0,71.11,04/07/2023 00:00,PASS,20,Urban,236,CAT3 carriageway,28,BROOKLYN TERRACEARMLEY,1,1,04-Jul-2023,13.4,0.092
BROOKSBANK DRIVE,HALTON,435131.2,433569.43,71.11,01/02/2024 00:00,PASS,30,Urban,128,CAT2 carriageway,7,BROOKSBANK DRIVEHALTON,1,1,01-Feb-2024,4.7,0
BROOKSIDE,ALWOODLEY,0,0,64.06,28/01/2020 00:00,PASS,30,Urban,93,28 day carriageway,28,BROOKSIDEALWOODLEY,1,1,28-Jan-2020,2.7,1.926
BROOKSIDE,COLLINGHAM,0,0,71.11,14/09/2023 00:00,PASS,30,Urban,184,CAT3 carriageway,28,BROOKSIDECOLLINGHAM,1,1,14-Sep-2023,14.7,0.374
BROOM MOUNT TO RING ROAD MIDDLETON FOOTPATH,BELLE ISLE,431786.31,429150.86,62.19,11/06/2019 00:00,FAIL,20,Urban,203,1 day carriageway,1,BROOM MOUNT TO RING ROAD MIDDLETON FOOTPATHBELLE ISLE,0,1,11-Jun-2019,9.2,3.474
BROOM PLACE,BELLE ISLE,431807.38,428899.99,71.11,09/01/2024 00:00,FAIL,20,Urban,235,CAT2 carriageway,7,BROOM PLACEBELLE ISLE,0,1,09-Jan-2024,1.5,0
BROOM TERRACE,BELLE ISLE,431674.45,429102.8,71.11,21/02/2024 00:00,PASS,20,Urban,274,CAT2 carriageway,7,BROOM TERRACEBELLE ISLE,1,1,21-Feb-2024,8.2,9.899
BROOM VIEW,BELLE ISLE,431794.12,429133.48,64.06,09/07/2019 00:00,PASS,20,Urban,88,1 day carriageway,1,BROOM VIEWBELLE ISLE,1,1,09-Jul-2019,13.9,2.235
BROOMFIELD CRESCENT,HEADINGLEY,0,0,71.11,12/01/2024 00:00,PASS,30,Urban,250,CAT2 carriageway,7,BROOMFIELD CRESCENTHEADINGLEY,1,1,12-Jan-2024,2.3,0.091
BROOMFIELD ROAD,HEADINGLEY,427901.06,435502.38,71.11,12/01/2023 00:00,PASS,30,Urban,124,CAT3 carriageway,28,BROOMFIELD ROADHEADINGLEY,1,1,12-Jan-2023,7.3,3.443
BROOMFIELD,ADEL,426682.74,439930.3,71.11,18/09/2023 00:00,PASS,30,Urban,220,CAT3 footway,28,BROOMFIELDADEL,1,1,18-Sep-2023,13.6,12.83
BROOMHILL AVENUE,MOORTOWN,430607.4,438553.4,64.06,19/12/2022 00:00,PASS,20,Urban,139,CAT3 carriageway,28,BROOMHILL AVENUEMOORTOWN,1,1,19-Dec-2022,10.6,3.146
BROOMHILL CRESCENT,MOORTOWN,0,0,64.06,25/02/2021 00:00,FAIL,30,Urban,47,CAT3 carriageway,28,BROOMHILL CRESCENTMOORTOWN,0,1,25-Feb-2021,6.1,1.385
BROOMHILL DRIVE,MOORTOWN,430632.72,438340.26,64.06,19/12/2022 00:00,PASS,30,Urban,91,CAT3 carriageway,28,BROOMHILL DRIVEMOORTOWN,1,1,19-Dec-2022,10.6,3.146
BROUGHTON TERRACE,HAREHILLS,432456.97,434888.74,62.19,16/05/2019 00:00,PASS,20,Urban,97,1 day footway,1,BROUGHTON TERRACEHAREHILLS,1,1,16-May-2019,10.1,0
BROWN AVENUE,HOLBECK,0,0,64.06,02/11/2020 00:00,PASS,30,Urban,251,CAT3 footway,28,BROWN AVENUEHOLBECK,1,1,02-Nov-2020,9.7,20.057
BROWN HILL CRESCENT,HAREHILLS,432527.46,434648.33,71.11,19/01/2024 00:00,PASS,30,Urban,141,CAT2 carriageway,7,BROWN HILL CRESCENTHAREHILLS,1,1,19-Jan-2024,1.1,0.091
BROWN HILL TERRACE,HAREHILLS,0,0,71.11,19/02/2024 00:00,PASS,30,Urban,141,CAT3 carriageway,28,BROWN HILL TERRACEHAREHILLS,1,1,19-Feb-2024,8.2,0.628
BROWN LANE EAST,HOLBECK,428738.36,432024.02,71.11,18/05/2023 00:00,FAIL,30,Urban,227,CAT2 carriageway,7,BROWN LANE EASTHOLBECK,0,1,18-May-2023,12.7,0
BROWN LANE WEST,HOLBECK,0,0,64.06,02/11/2022 00:00,PASS,30,Urban,248,CAT2 carriageway,7,BROWN LANE WESTHOLBECK,1,1,02-Nov-2022,8.9,7.193
BROWNBERRIE AVENUE,HORSFORTH,424153,439254,64.06,26/11/2020 00:00,PASS,30,Urban,308,CAT2 carriageway,7,BROWNBERRIE AVENUEHORSFORTH,1,1,26-Nov-2020,5,0.092
BROWNBERRIE DRIVE,HORSFORTH,0,0,64.06,17/02/2020 00:00,PASS,30,Urban,284,1 day carriageway,1,BROWNBERRIE DRIVEHORSFORTH,1,1,17-Feb-2020,5,0.726
BROWNBERRIE LANE,HORSFORTH,422951.48,439311.82,71.11,16/02/2024 00:00,PASS,30,Urban,966,CAT3 carriageway,28,BROWNBERRIE LANEHORSFORTH,1,1,16-Feb-2024,8.7,0.723
BROWNBERRIE WALK,HORSFORTH,424263.82,439022.01,71.11,07/02/2023 00:00,PASS,30,Urban,237,CAT2 carriageway,7,BROWNBERRIE WALKHORSFORTH,1,1,07-Feb-2023,4.5,0
BRUCE GARDENS,NEW WORTLEY,0,0,71.11,15/05/2023 00:00,FAIL,20,Urban,161,CAT2 carriageway,7,BRUCE GARDENSNEW WORTLEY,0,1,15-May-2023,9.2,0.019
BRUCE LAWN,NEW WORTLEY,428375,433110,71.11,12/02/2024 00:00,FAIL,20,Urban,68,CAT3 carriageway,28,BRUCE LAWNNEW WORTLEY,0,1,12-Feb-2024,4.6,1.518
BRUDENELL AVENUE,HYDE PARK,0,0,71.11,02/01/2024 00:00,PASS,20,Urban,127,CAT2 carriageway,7,BRUDENELL AVENUEHYDE PARK,1,1,02-Jan-2024,7.2,14.979
BRUDENELL GROVE,HYDE PARK,0,0,71.11,19/12/2023 00:00,PASS,20,Urban,87,CAT3 carriageway,28,BRUDENELL GROVEHYDE PARK,1,1,19-Dec-2023,7.1,0.409
BRUDENELL MOUNT,HYDE PARK,0,0,71.11,08/12/2023 00:00,FAIL,20,Urban,86,CAT3 carriageway,28,BRUDENELL MOUNTHYDE PARK,0,1,08-Dec-2023,6.6,1.46
BRUDENELL ROAD,HYDE PARK,0,0,71.11,10/01/2024 00:00,PASS,20,Urban,365,CAT2 carriageway,7,BRUDENELL ROADHYDE PARK,1,1,10-Jan-2024,2.7,3.182
BRUDENELL STREET,HYDE PARK,0,0,71.11,08/12/2023 00:00,FAIL,20,Urban,281,CAT3 carriageway,28,BRUDENELL STREETHYDE PARK,0,1,08-Dec-2023,6.6,1.46
BRUNSWICK ROAD,PUDSEY,422094.87,433685.81,62.19,25/03/2019 00:00,PASS,20,Urban,79,1 day carriageway,1,BRUNSWICK ROADPUDSEY,1,1,25-Mar-2019,5.7,0.036
BRUNSWICK ROW,SHEEPSCAR,430527.36,433973.8,71.11,05/10/2023 00:00,PASS,20,Urban,74,CAT1 carriageway,1,BRUNSWICK ROWSHEEPSCAR,1,1,05-Oct-2023,13.2,1.808
BRUNTCLIFFE AVENUE,MORLEY,425340.5,427922.37,71.11,29/01/2024 00:00,FAIL,30,Urban,20,CAT3 carriageway,28,BRUNTCLIFFE AVENUEMORLEY,0,1,29-Jan-2024,6.7,25.099
BRUNTCLIFFE DRIVE,MORLEY,425523.17,427897.23,64.06,26/07/2021 00:00,PASS,30,Urban,197,CAT2 carriageway,7,BRUNTCLIFFE DRIVEMORLEY,1,1,26-Jul-2021,17.9,0
BRUNTCLIFFE LANE,MORLEY,425848.56,428130.59,71.11,01/08/2023 00:00,FAIL,30,Urban,159,CAT2 carriageway,7,BRUNTCLIFFE LANEMORLEY,0,1,01-Aug-2023,14.5,0.889
BRUNTCLIFFE ROAD,MORLEY,425636.4,426877.75,71.11,07/02/2024 00:00,PASS,30,Urban,1056,CAT3 carriageway,28,BRUNTCLIFFE ROADMORLEY,1,1,07-Feb-2024,1.9,0.078
BRYAN STREET,FARSLEY,0,0,64.06,24/06/2021 00:00,PASS,30,Urban,188,CAT3 carriageway,28,BRYAN STREETFARSLEY,1,1,24-Jun-2021,15,1.069
BUCKINGHAM MOUNT,HEADINGLEY,428293.42,435463.19,71.11,13/01/2023 00:00,FAIL,30,Urban,91,CAT3 carriageway,28,BUCKINGHAM MOUNTHEADINGLEY,0,1,13-Jan-2023,5.8,3.642
BUCKINGHAM ROAD,HEADINGLEY,0,0,71.11,15/01/2024 00:00,PASS,30,Urban,253,CAT3 carriageway,28,BUCKINGHAM ROADHEADINGLEY,1,1,15-Jan-2024,-1.9,0
BUCKLE LANE,OTLEY,418470.33,443930.17,71.11,31/01/2024 00:00,PASS,40,Rural,383,CAT2 carriageway,7,BUCKLE LANEOTLEY,1,0,31-Jan-2024,4.4,4.894
BUCKSTONE AVENUE,MOORTOWN,428884.61,439597.47,71.11,20/11/2023 00:00,PASS,30,Urban,264,CAT2 carriageway,7,BUCKSTONE AVENUEMOORTOWN,1,1,20-Nov-2023,8.7,1.551
BUCKSTONE CLOSE,MOORTOWN,0,0,64.06,27/11/2020 00:00,PASS,30,Urban,40,1 day carriageway,1,BUCKSTONE CLOSEMOORTOWN,1,1,27-Nov-2020,3.5,0
BUCKSTONE CRESCENT TO KING LANE CYCLE TRACK,MOORTOWN,429247.16,439648.37,62.19,17/05/2019 00:00,FAIL,20,Urban,28,28 day footway,28,BUCKSTONE CRESCENT TO KING LANE CYCLE TRACKMOORTOWN,0,1,17-May-2019,10.9,0.76
BUCKSTONE CRESCENT,MOORTOWN,0,0,71.11,17/11/2023 00:00,PASS,30,Urban,269,CAT3 carriageway,28,BUCKSTONE CRESCENTMOORTOWN,1,1,17-Nov-2023,6,0.437
BUCKSTONE DRIVE,MOORTOWN,0,0,64.06,26/11/2020 00:00,PASS,30,Urban,63,CAT2 carriageway,7,BUCKSTONE DRIVEMOORTOWN,1,1,26-Nov-2020,5,0.092
BUCKSTONE GARDENS,MOORTOWN,0,0,64.06,06/04/2022 00:00,FAIL,30,Urban,56,CAT2 carriageway,7,BUCKSTONE GARDENSMOORTOWN,0,1,06-Apr-2022,8.1,3.811
BUCKSTONE GROVE,MOORTOWN,428871.17,439707.98,71.11,17/07/2023 00:00,PASS,30,Urban,147,CAT3 carriageway,28,BUCKSTONE GROVEMOORTOWN,1,1,17-Jul-2023,13.6,7.784
BUCKSTONE OVAL,MOORTOWN,428760.09,439914.98,71.11,16/02/2024 00:00,PASS,30,Urban,162,CAT3 carriageway,28,BUCKSTONE OVALMOORTOWN,1,1,16-Feb-2024,8.7,0.723
BUCKSTONE ROAD,MOORTOWN,428764.97,440014.75,71.11,19/02/2024 00:00,PASS,30,Urban,203,CAT3 carriageway,28,BUCKSTONE ROADMOORTOWN,1,1,19-Feb-2024,8.2,0.628
BUCKSTONE VIEW,MOORTOWN,0,0,64.06,27/11/2020 00:00,PASS,30,Urban,42,1 day carriageway,1,BUCKSTONE VIEWMOORTOWN,1,1,27-Nov-2020,3.5,0
BUCKSTONE WAY,MOORTOWN,428941.51,439672.76,71.11,06/12/2023 00:00,PASS,30,Urban,148,CAT2 carriageway,7,BUCKSTONE WAYMOORTOWN,1,1,06-Dec-2023,0.2,0.181
BUCKTHORNE DRIVE,EAST ARDSLEY,430710.85,425717.88,71.11,08/09/2023 00:00,PASS,20,Urban,299,CAT2 carriageway,7,BUCKTHORNE DRIVEEAST ARDSLEY,1,1,08-Sep-2023,19.8,0
BUCKTHORNE FOLD,EAST ARDSLEY,430854.26,425781.64,64.06,05/09/2022 00:00,PASS,20,Urban,47,CAT3 carriageway,28,BUCKTHORNE FOLDEAST ARDSLEY,1,1,05-Sep-2022,18.3,7.952
BUCKTON CLOSE,BEESTON,429107.81,431655.45,71.11,09/05/2023 00:00,FAIL,30,Urban,36,CAT1 carriageway,1,BUCKTON CLOSEBEESTON,0,1,09-May-2023,13.2,0.369
BUCKTON MOUNT,BEESTON,429124.64,431570.19,71.11,09/05/2023 00:00,FAIL,30,Urban,90,CAT1 carriageway,1,BUCKTON MOUNTBEESTON,0,1,09-May-2023,13.2,0.369
BUCKTON VIEW,BEESTON,429066.03,431517.77,71.11,09/05/2023 00:00,FAIL,30,Urban,113,CAT1 carriageway,1,BUCKTON VIEWBEESTON,0,1,09-May-2023,13.2,0.369
BULA CLOSE,KIPPAX,0,0,64.06,22/11/2021 00:00,PASS,20,Urban,72,CAT3 carriageway,28,BULA CLOSEKIPPAX,1,1,22-Nov-2021,3.6,0.134
BULLER GROVE,HAREHILLS,432947.38,434319.64,64.06,02/08/2019 00:00,PASS,30,Urban,171,28 day carriageway,28,BULLER GROVEHAREHILLS,1,1,02-Aug-2019,16.5,0.44
BULLER STREET,WOODLESFORD,436450.06,428695.29,64.06,27/10/2022 00:00,PASS,30,Urban,31,CAT3 carriageway,28,BULLER STREETWOODLESFORD,1,1,27-Oct-2022,13.2,2.302
BULLERTHORPE LANE,COLTON,437269.24,429672.49,71.11,13/02/2024 00:00,PASS,30,Urban,310,CAT2 footway,7,BULLERTHORPE LANECOLTON,1,1,13-Feb-2024,5.7,1.342
BULLOUGH LANE,ROTHWELL,434837,429480,64.06,30/08/2022 00:00,FAIL,30,Urban,242,CAT2 carriageway,7,BULLOUGH LANEROTHWELL,0,1,30-Aug-2022,13.7,0.021
BUNKERS HILL,ABERFORD,0,0,71.11,02/08/2023 00:00,PASS,20,Urban,82.5,CAT2 carriageway,7,BUNKERS HILLABERFORD,1,1,02-Aug-2023,13.5,13.757
BURCHETT GROVE,WOODHOUSE,0,0,64.06,21/06/2022 00:00,PASS,30,Urban,85,CAT3 footway,28,BURCHETT GROVEWOODHOUSE,1,1,21-Jun-2022,16,0
BURCHETT TERRACE,WOODHOUSE,429512.3,435748.77,71.11,12/01/2023 00:00,PASS,30,Urban,60,CAT3 carriageway,28,BURCHETT TERRACEWOODHOUSE,1,1,12-Jan-2023,7.3,3.443
BURLEY HILL DRIVE,BURLEY,426954.14,435114.06,64.06,14/01/2020 00:00,PASS,20,Urban,293,1 day carriageway,1,BURLEY HILL DRIVEBURLEY,1,1,14-Jan-2020,5.7,8.614
BURLEY LANE,HORSFORTH,423980.19,437494.95,71.11,18/12/2023 00:00,PASS,30,Urban,278,CAT3 carriageway,28,BURLEY LANEHORSFORTH,1,1,18-Dec-2023,10.6,3.691
BURLEY LODGE PLACE,HYDE PARK,0,0,64.06,10/02/2021 00:00,PASS,20,Urban,32,CAT3 carriageway,28,BURLEY LODGE PLACEHYDE PARK,1,1,10-Feb-2021,-2.7,0.07
BURLEY LODGE ROAD,HYDE PARK,0,0,71.11,29/01/2024 00:00,PASS,20,Urban,43,CAT3 carriageway,28,BURLEY LODGE ROADHYDE PARK,1,1,29-Jan-2024,6.7,25.099
BURLEY PLACE,BURLEY,428001.84,434304.61,71.11,18/09/2023 00:00,PASS,30,Urban,116.6,CAT3 footway,28,BURLEY PLACEBURLEY,1,1,18-Sep-2023,13.6,12.83
BURLEY ROAD INDUSTRIAL ESTATE ACCESS ROAD,WOODHOUSE,0,0,71.11,12/02/2024 00:00,PASS,20,Urban,459,CAT3 carriageway,28,BURLEY ROAD INDUSTRIAL ESTATE ACCESS ROADWOODHOUSE,1,1,12-Feb-2024,4.6,1.518
BURLEY ROAD,BURLEY,0,0,71.11,05/01/2024 00:00,PASS,30,Urban,280,CAT2 carriageway,7,BURLEY ROADBURLEY,1,1,05-Jan-2024,4.5,0.762
BURLEY STREET,BURLEY,428911.78,433884.32,71.11,28/02/2023 00:00,PASS,20,Urban,350,CAT2 carriageway,7,BURLEY STREETBURLEY,1,1,28-Feb-2023,4.4,1.513
BURLEY WOOD CRESCENT,BURLEY,426941.23,434994.27,71.11,23/02/2023 00:00,PASS,20,Urban,55,CAT3 carriageway,28,BURLEY WOOD CRESCENTBURLEY,1,1,23-Feb-2023,3.8,0.336
BURLEY WOOD LANE,BURLEY,0,0,71.11,08/02/2024 00:00,PASS,20,Urban,244,CAT3 carriageway,28,BURLEY WOOD LANEBURLEY,1,1,08-Feb-2024,0.2,5.383
BURLEY WOOD MOUNT,BURLEY,0,0,71.11,08/02/2024 00:00,PASS,20,Urban,179,CAT3 carriageway,28,BURLEY WOOD MOUNTBURLEY,1,1,08-Feb-2024,0.2,5.383
BURLINGTON ROAD,BEESTON,429723.9,430640.59,71.11,29/06/2023 00:00,FAIL,20,Urban,125,CAT1 carriageway,1,BURLINGTON ROADBEESTON,0,1,29-Jun-2023,14.1,0.07
BURMANTOFTS STREET,BURMANTOFTS,431229.52,433734.66,71.11,19/10/2023 00:00,FAIL,30,Urban,66,CAT2 carriageway,7,BURMANTOFTS STREETBURMANTOFTS,0,1,19-Oct-2023,13.1,19.942
BURNHAM COURT,WETHERBY,439169.48,448716.8,64.06,05/01/2023 00:00,FAIL,30,Urban,92,CAT3 footway,28,BURNHAM COURTWETHERBY,0,1,05-Jan-2023,8.7,4.223
BURNLEYS VIEW,METHLEY,0,0,64.06,25/03/2022 00:00,PASS,30,Urban,129,CAT3 carriageway,28,BURNLEYS VIEWMETHLEY,1,1,25-Mar-2022,11.2,0
BURNLEYS WALK,BEESTON,429371.4,430076.91,71.11,14/04/2023 00:00,FAIL,20,Urban,62,CAT1 carriageway,1,BURNLEYS WALKBEESTON,0,1,14-Apr-2023,4.5,12.82
BURNT SIDE ROAD,NEW FARNLEY,424195.73,430553.47,71.11,05/02/2024 00:00,PASS,30,Urban,120,CAT2 carriageway,7,BURNT SIDE ROADNEW FARNLEY,1,1,05-Feb-2024,8.9,0.819
BURRAS LANE,OTLEY,420160.72,445329.2,71.11,19/02/2024 00:00,PASS,30,Urban,228,CAT3 carriageway,28,BURRAS LANEOTLEY,1,1,19-Feb-2024,8.2,0.628
BURRELL CLOSE,WETHERBY,441143.47,448212.68,62.19,02/05/2019 00:00,PASS,20,Urban,166,28 day carriageway,28,BURRELL CLOSEWETHERBY,1,1,02-May-2019,8.7,5.404
BURTON CRESCENT,HEADINGLEY,427860.43,436600.68,71.11,05/02/2024 00:00,PASS,30,Urban,282,CAT2 carriageway,7,BURTON CRESCENTHEADINGLEY,1,1,05-Feb-2024,8.9,0.819
BURTON ROAD,BEESTON,430135.37,431322.6,71.11,04/01/2024 00:00,PASS,30,Urban,121,CAT2 carriageway,7,BURTON ROADBEESTON,1,1,04-Jan-2024,5.3,2.141
BURTON ROW,BEESTON,0,0,64.06,02/11/2022 00:00,FAIL,30,Urban,224,CAT2 carriageway,7,BURTON ROWBEESTON,0,1,02-Nov-2022,8.9,7.193
BURTON STREET,BEESTON,0,0,64.06,23/10/2020 00:00,PASS,30,Urban,114,CAT3 footway,28,BURTON STREETBEESTON,1,1,23-Oct-2020,6.8,0.501
BUTCHER HILL,WEST PARK,425602.84,437570.65,71.11,05/02/2024 00:00,PASS,30,Urban,283,CAT2 carriageway,7,BUTCHER HILLWEST PARK,1,1,05-Feb-2024,8.9,0.819
BUTCHER LANE,ROTHWELL,434389.93,428031.14,71.11,15/02/2024 00:00,PASS,30,Urban,200,CAT2 carriageway,7,BUTCHER LANEROTHWELL,1,1,15-Feb-2024,12.1,4.184
BUTT LANE,FARNLEY,424991.17,432970,71.11,14/02/2024 00:00,PASS,30,Urban,236,CAT3 carriageway,28,BUTT LANEFARNLEY,1,1,14-Feb-2024,9.7,5.724
BUTTERBOWL DRIVE,FARNLEY,425405.03,432437.11,71.11,06/02/2023 00:00,FAIL,30,Urban,311,CAT3 carriageway,28,BUTTERBOWL DRIVEFARNLEY,0,1,06-Feb-2023,2.5,0
BUTTERBOWL GARDENS,FARNLEY,425824.85,432369.95,64.06,22/02/2022 00:00,FAIL,30,Urban,99,CAT2 carriageway,7,BUTTERBOWL GARDENSFARNLEY,0,1,22-Feb-2022,6.5,4.235
BUTTERBOWL GARTH,FARNLEY,425231.56,432407.4,71.11,20/10/2023 00:00,PASS,20,Urban,68,CAT3 footway,28,BUTTERBOWL GARTHFARNLEY,1,1,20-Oct-2023,10.5,53.426
BUTTERBOWL LAWN,FARNLEY,425330.06,432360.17,71.11,20/10/2023 00:00,PASS,30,Urban,57,CAT3 footway,28,BUTTERBOWL LAWNFARNLEY,1,1,20-Oct-2023,10.5,53.426
BUTTERBOWL MOUNT,FARNLEY,425619.86,432411.33,71.11,20/10/2023 00:00,PASS,30,Urban,60,CAT3 footway,28,BUTTERBOWL MOUNTFARNLEY,1,1,20-Oct-2023,10.5,53.426
BUTTERBOWL ROAD,FARNLEY,0,0,64.06,14/10/2019 00:00,PASS,30,Urban,211,1 day carriageway,1,BUTTERBOWL ROADFARNLEY,1,1,14-Oct-2019,8.9,1.968
BUTTERCUP WAY,DRIGHLINGTON,423767.28,428329.44,71.11,20/02/2023 00:00,PASS,30,Urban,50,CAT3 carriageway,28,BUTTERCUP WAYDRIGHLINGTON,1,1,20-Feb-2023,9.4,0.176
BUTTERLEY STREET,HUNSLET,430536.09,432716.1,71.11,23/01/2024 00:00,PASS,30,Urban,243,CAT2 carriageway,7,BUTTERLEY STREETHUNSLET,1,1,23-Jan-2024,7.8,10.183
BUTTERMERE AVENUE,WETHERBY,439057.55,448450.32,71.11,12/01/2024 00:00,PASS,30,Urban,250,CAT2 carriageway,7,BUTTERMERE AVENUEWETHERBY,1,1,12-Jan-2024,2.3,0.091
BUTTON HILL,CHAPELTOWN,0,0,64.06,01/08/2022 00:00,PASS,20,Urban,304,CAT2 carriageway,7,BUTTON HILLCHAPELTOWN,1,1,01-Aug-2022,16.1,0.272
